Title,Magazine[Language],Magazine[Origin],Magazine[Start date],Magazine[End date],Magazine[Systems],Magazine[Issues],Magazine[Source]
Compute!'s Gazette,English,,,,Commodore 64,"Compute!'s Gazette 84 05 (1984)(Compute!), Compute!'s Gazette 84 06 (1984)(Compute!), Compute!'s Gazette 84 07 (1984)(Compute!), Compute!'s Gazette 84 08 (1984)(Compute!), Compute!'s Gazette 84 09 (1984)(Compute!), Compute!'s Gazette 84 10 (1984)(Compute!), Compute!'s Gazette 84 11 (1984)(Compute!), Compute!'s Gazette 84 12 (1984)(Compute!), Compute!'s Gazette 85 01 (1985)(Compute!), Compute!'s Gazette 85 02 (1985)(Compute!), Compute!'s Gazette 85 03 (1985)(Compute!), Compute!'s Gazette 85 04 (1985)(Compute!), Compute!'s Gazette 85 05 (1985)(Compute!), Compute!'s Gazette 85 06 (1985)(Compute!), Compute!'s Gazette 85 07 (1985)(Compute!), Compute!'s Gazette 85 08 (1985)(Compute!), Compute!'s Gazette 85 09 (1985)(Compute!), Compute!'s Gazette 85 10 (1985)(Compute!), Compute!'s Gazette 85 11 (1985)(Compute!), Compute!'s Gazette 85 12 (1985)(Compute!), Compute!'s Gazette 86 01 (1986)(Compute!), Compute!'s Gazette 86 02 (1986)(Compute!), Compute!'s Gazette 86 03 (1986)(Compute!), Compute!'s Gazette 86 04 (1986)(Compute!), Compute!'s Gazette 86 05 (1986)(Compute!), Compute!'s Gazette 86 06 (1986)(Compute!), Compute!'s Gazette 86 07 (1986)(Compute!), Compute!'s Gazette 86 08 (1986)(Compute!), Compute!'s Gazette 86 09 (1986)(Compute!), Compute!'s Gazette 86 10 (1986)(Compute!), Compute!'s Gazette 86 11 (1986)(Compute!), Compute!'s Gazette 86 12 (1986)(Compute!), Compute!'s Gazette 87 01 (1987)(Compute!), Compute!'s Gazette 87 02 (1987)(Compute!), Compute!'s Gazette 87 03 (1987)(Compute!), Compute!'s Gazette 87 04 (1987)(Compute!), Compute!'s Gazette 87 05 (1987)(Compute!), Compute!'s Gazette 87 06 (1987)(Compute!), Compute!'s Gazette 87 07 (1987)(Compute!), Compute!'s Gazette 87 08 (1987)(Compute!), Compute!'s Gazette 87 09 (1987)(Compute!), Compute!'s Gazette 87 10 (1987)(Compute!), Compute!'s Gazette 87 11 (1987)(Compute!), Compute!'s Gazette 87 12 (1987)(Compute!), Compute!'s Gazette 88 01 (1988)(Compute!), Compute!'s Gazette 88 02 (1988)(Compute!), Compute!'s Gazette 88 03 (1988)(Compute!), Compute!'s Gazette 88 04 (1988)(Compute!), Compute!'s Gazette 88 05 (1988)(Compute!), Compute!'s Gazette 88 06 (1988)(Compute!), Compute!'s Gazette 88 07 (1988)(Compute!), Compute!'s Gazette 88 08 (1988)(Compute!), Compute!'s Gazette 88 09 (1988)(Compute!), Compute!'s Gazette 88 10 (1988)(Compute!), Compute!'s Gazette 88 11 (1988)(Compute!), Compute!'s Gazette 88 12 (1988)(Compute!), Compute!'s Gazette 89 01 (1989)(Compute!), Compute!'s Gazette 89 02 (1989)(Compute!), Compute!'s Gazette 89 03 (1989)(Compute!), Compute!'s Gazette 89 04 (1989)(Compute!), Compute!'s Gazette 89 05 (1989)(Compute!), Compute!'s Gazette 89 06 (1989)(Compute!), Compute!'s Gazette 89 07 (1989)(Compute!), Compute!'s Gazette 89 08 (1989)(Compute!), Compute!'s Gazette 89 10 (1989)(Compute!), Compute!'s Gazette 89 11 (1989)(Compute!), Compute!'s Gazette 89 12 (1989)(Compute!), Compute!'s Gazette 90 01 (1990)(Compute!), Compute!'s Gazette 90 02 (1990)(Compute!), Compute!'s Gazette 90 03 (1990)(Compute!), Compute!'s Gazette 90 04 (1990)(Compute!), Compute!'s Gazette 90 05 (1990)(Compute!), Compute!'s Gazette 90 06 (1990)(Compute!), Compute!'s Gazette 90 10 (1990)(Compute!), Compute!'s Gazette 90 11 (1990)(Compute!), Compute!'s Gazette 90 12 (1990)(Compute!), Compute!'s Gazette 91 01 (1991)(Compute!), Compute!'s Gazette 91 02 (1991)(Compute!), Compute!'s Gazette 91 03 (1991)(Compute!), Compute!'s Gazette 91 04 (1991)(Compute!), Compute!'s Gazette 91 05 (1991)(Compute!), Compute!'s Gazette 91 06 (1991)(Compute!), Compute!'s Gazette 91 07 (1991)(Compute!), Compute!'s Gazette 91 08 (1991)(Compute!), Compute!'s Gazette 91 09 (1991)(Compute!), Compute!'s Gazette 91 10 (1991)(Compute!), Compute!'s Gazette 91 11 (1991)(Compute!), Compute!'s Gazette 91 12 (1991)(Compute!), Compute!'s Gazette 92 01 (1992)(Compute!), Compute!'s Gazette 92 02 (1992)(Compute!), Compute!'s Gazette 92 04 (1992)(Compute!), Compute!'s Gazette 92 05 (1992)(Compute!), Compute!'s Gazette 92 06 (1992)(Compute!), Compute!'s Gazette 92 07 (1992)(Compute!), Compute!'s Gazette 92 08 (1992)(Compute!), Compute!'s Gazette 92 09 (1992)(Compute!), Compute!'s Gazette 92 10 (1992)(Compute!), Compute!'s Gazette 93 01 (1993)(Compute!), Compute!'s Gazette 93 04 (1993)(Compute!), Compute!'s Gazette 93 05 (1993)(Compute!), Compute!'s Gazette 93 06 (1993)(Compute!), Compute!'s Gazette 93 07 (1993)(Compute!), Compute!'s Gazette 93 08 (1993)(Compute!), Compute!'s Gazette 93 09 (1993)(Compute!), Compute!'s Gazette 93 10 (1993)(Compute!), Compute!'s Gazette 93 11 (1993)(Compute!), Compute!'s Gazette 93 12 (1993)(Compute!), Compute!'s Gazette 94 01 (1994)(Compute!)(Side A), Compute!'s Gazette 94 01 (1994)(Compute!)(Side B), Compute!'s Gazette 94 02 (1994)(Compute!)(Side A), Compute!'s Gazette 94 02 (1994)(Compute!)(Side B), Compute!'s Gazette 94 03 (1994)(Compute!)(Side A), Compute!'s Gazette 94 03 (1994)(Compute!)(Side B), Compute!'s Gazette 94 04 (1994)(Compute!)(Side A), Compute!'s Gazette 94 04 (1994)(Compute!)(Side B), Compute!'s Gazette 94 05 (1994)(Compute!)(Side A), Compute!'s Gazette 94 05 (1994)(Compute!)(Side B), Compute!'s Gazette 94 06 (1994)(Compute!), Compute!'s Gazette 94 06 (1994)(Compute!)(Side B), Compute!'s Gazette 94 07 (1994)(Compute!), Compute!'s Gazette 94 07 (1994)(Compute!)(Side B), Compute!'s Gazette 94 08 (1994)(Compute!), Compute!'s Gazette 94 08 (1994)(Compute!)(Side B), Compute!'s Gazette 94 09 (1994)(Compute!), Compute!'s Gazette 94 09 (1994)(Compute!)(Side B), Compute!'s Gazette 94 10 (1994)(Compute!), Compute!'s Gazette 94 10 (1994)(Compute!)(Side B), Compute!'s Gazette 94 11 (1994)(Compute!), Compute!'s Gazette 94 11 (1994)(Compute!)(Side A), Compute!'s Gazette 94 11 (1994)(Compute!)(Side B), Compute!'s Gazette 94 12 (1994)(Compute!), Compute!'s Gazette 94 12 (1994)(Compute!)(Side A), Compute!'s Gazette 94 12 (1994)(Compute!)(Side B), Compute!'s Gazette 95 01 (1995)(Compute!)(Side A), Compute!'s Gazette 95 01 (1995)(Compute!)(Side B), Compute!'s Gazette 95 02 (1995)(Compute!), Compute!'s Gazette 95 02 (1995)(Compute!)(Side A), Compute!'s Gazette 95 02 (1995)(Compute!)(Side B)",
Compute!'s Gazette Best of,English,,,,Commodore 64,Compute!'s Gazette Best of 88 (1988)(Compute!),
Compute!'s Gazette Best of Games,English,,,,Commodore 64,"Compute!'s Gazette Best of Games #1 (19xx)(Compute!), Compute!'s Gazette Best of Games #2 (19xx)(Compute!), Compute!'s Gazette Best of Games #3 (19xx)(Compute!), Compute!'s Gazette Best of Games #4 (19xx)(Compute!), Compute!'s Gazette Best of Games (1989)(Compute!)",
Compute!'s Gazette Index,English,,,,Commodore 64,"Compute!'s Gazette Index 1 (1989)(Compute!), Compute!'s Gazette Index 2 (1989)(Compute!)",
Compute!'s Gazette Sid Player,English,,,,Commodore 64,Compute!'s Gazette Sid Player (19xx)(Compute!),
Compute!'s Gazette Special,English,,,,Commodore 64,"Compute!'s Gazette Special (1988)(Compute!)(Side A), Compute!'s Gazette Special (1988)(Compute!)(Side B)",
Compute!'s Gazette01 Type In,English,,,,Commodore 64,"Compute!'s Gazette 87 01 Type In (1987)(Compute!), Compute!'s Gazette 88 01 Type In (1988)(Compute!), Compute!'s Gazette 89 01 Type In (1989)(Compute!), Compute!'s Gazette 90 01 Type In (1990)(Compute!), Compute!'s Gazette 91 01 Type In (1991)(Compute!), Compute!'s Gazette 92 01 Type In (1992)(Compute!), Compute!'s Gazette 93 01 Type In (1993)(Compute!)",
Compute!'s Gazette02 Type In,English,,,,Commodore 64,"Compute!'s Gazette 87 02 Type In (1987)(Compute!), Compute!'s Gazette 88 02 Type In (1988)(Compute!), Compute!'s Gazette 89 02 Type In (1989)(Compute!), Compute!'s Gazette 90 02 Type In (1990)(Compute!), Compute!'s Gazette 91 02 Type In (1991)(Compute!), Compute!'s Gazette 93 02 Type In (1993)(Compute!)",
Compute!'s Gazette03 Type In,English,,,,Commodore 64,"Compute!'s Gazette 87 03 Type In (1987)(Compute!), Compute!'s Gazette 88 03 Type In (1988)(Compute!), Compute!'s Gazette 89 03 Type In (1989)(Compute!), Compute!'s Gazette 90 03 Type In (1990)(Compute!), Compute!'s Gazette 91 03 Type In (1991)(Compute!), Compute!'s Gazette 93 03 Type In (1993)(Compute!)",
Compute!'s Gazette04 Type In,English,,,,Commodore 64,"Compute!'s Gazette 87 04 Type In (1987)(Compute!), Compute!'s Gazette 88 04 Type In (1988)(Compute!), Compute!'s Gazette 89 04 Type In (1989)(Compute!), Compute!'s Gazette 90 04 Type In (1990)(Compute!), Compute!'s Gazette 91 04 Type In (1991)(Compute!), Compute!'s Gazette 92 04 Type In (1992)(Compute!), Compute!'s Gazette 93 04 Type In (1993)(Compute!)",
Compute!'s Gazette05 Type In,English,,,,Commodore 64,"Compute!'s Gazette 87 05 Type In (1987)(Compute!), Compute!'s Gazette 88 05 Type In (1988)(Compute!), Compute!'s Gazette 89 05 Type In (1989)(Compute!), Compute!'s Gazette 90 05 Type In (1990)(Compute!), Compute!'s Gazette 91 05 Type In (1991)(Compute!), Compute!'s Gazette 92 05 Type In (1992)(Compute!), Compute!'s Gazette 93 05 Type In (1993)(Compute!)",
Compute!'s Gazette06 Type In,English,,,,Commodore 64,"Compute!'s Gazette 87 06 Type In (1987)(Compute!), Compute!'s Gazette 88 06 Type In (1988)(Compute!), Compute!'s Gazette 89 06 Type In (1989)(Compute!), Compute!'s Gazette 90 06 Type In (1990)(Compute!), Compute!'s Gazette 91 06 Type In (1991)(Compute!), Compute!'s Gazette 92 06 Type In (1992)(Compute!), Compute!'s Gazette 93 06 Type In (1993)(Compute!)",
Compute!'s Gazette07 Type In,English,,,,Commodore 64,"Compute!'s Gazette 87 07 Type In (1987)(Compute!), Compute!'s Gazette 89 07 Type In (1989)(Compute!), Compute!'s Gazette 91 07 Type In (1991)(Compute!), Compute!'s Gazette 92 07 Type In (1992)(Compute!), Compute!'s Gazette 93 07 Type In (1993)(Compute!)",
Compute!'s Gazette08 Type In,English,,,,Commodore 64,"Compute!'s Gazette 86 08 Type In (1986)(Compute!), Compute!'s Gazette 87 08 Type In (1987)(Compute!), Compute!'s Gazette 88 08 Type In (1988)(Compute!), Compute!'s Gazette 89 08 Type In (1989)(Compute!), Compute!'s Gazette 91 08 Type In (1991)(Compute!), Compute!'s Gazette 92 08 Type In (1992)(Compute!), Compute!'s Gazette 93 08 Type In (1993)(Compute!)",
Compute!'s Gazette09,English,,,,Commodore 64,Compute!'s Gazette 85 09 86 01 (1986)(Compute!),
Compute!'s Gazette09 Type In,English,,,,Commodore 64,"Compute!'s Gazette 86 09 Type In (1986)(Compute!), Compute!'s Gazette 87 09 Type In (1987)(Compute!), Compute!'s Gazette 88 09 Type In (1988)(Compute!), Compute!'s Gazette 89 09 Type In (1989)(Compute!), Compute!'s Gazette 91 09 Type In (1991)(Compute!), Compute!'s Gazette 92 09 Type In (1992)(Compute!), Compute!'s Gazette 93 09 Type In (1993)(Compute!)",
Compute!'s Gazette10 Type In,English,,,,Commodore 64,"Compute!'s Gazette 86 10 Type In (1986)(Compute!), Compute!'s Gazette 87 10 Type In (1987)(Compute!), Compute!'s Gazette 88 10 Type In (1988)(Compute!), Compute!'s Gazette 89 10 Type In (1989)(Compute!), Compute!'s Gazette 90 10 Type In (1990)(Compute!), Compute!'s Gazette 91 10 Type In (1991)(Compute!), Compute!'s Gazette 92 10 Type In (1992)(Compute!), Compute!'s Gazette 93 10 Type In (1993)(Compute!)",
Compute!'s Gazette11 Type In,English,,,,Commodore 64,"Compute!'s Gazette 86 11 Type In (1986)(Compute!), Compute!'s Gazette 87 11 Type In (1987)(Compute!), Compute!'s Gazette 88 11 Type In (1988)(Compute!), Compute!'s Gazette 89 11 Type In (1989)(Compute!), Compute!'s Gazette 90 11 Type In (1990)(Compute!), Compute!'s Gazette 91 11 Type In (1991)(Compute!), Compute!'s Gazette 92 11 Type In (1992)(Compute!), Compute!'s Gazette 93 11 Type In (1993)(Compute!)",
Compute!'s Gazette12 Type In,English,,,,Commodore 64,"Compute!'s Gazette 86 12 Type In (1986)(Compute!), Compute!'s Gazette 87 12 Type In (1987)(Compute!), Compute!'s Gazette 88 12 Type In (1988)(Compute!), Compute!'s Gazette 89 12 Type In (1989)(Compute!), Compute!'s Gazette 90 12 Type In (1990)(Compute!), Compute!'s Gazette 91 12 Type In (1991)(Compute!), Compute!'s Gazette 92 12 Type In (1992)(Compute!), Compute!'s Gazette 93 12 Type In (1993)(Compute!)",
Compute!'s Gazette9203 Type In,English,,,,Commodore 64,Compute!'s Gazette 095 92 02 03 Type In (1992)(Compute!),
Computer Club,English,,,,Commodore 64,"Computer Club #1 (1988)(Systems Editoriale), Computer Club #3 (1988)(Systems Editoriale)(Side A), Computer Club #3 (1988)(Systems Editoriale)(Side B)",
Compy Shop Magazin - April,,,14.11.1993,14.11.1993,ATARI 8 BIT,"Compy Shop Magazin - April 1988, Compy Shop Magazin - April 1989, Compy Shop Magazin - April 1990",
Compy Shop Magazin - August,,,14.11.1993,14.11.1993,ATARI 8 BIT,"Compy Shop Magazin - August 1988, Compy Shop Magazin - August 1989",
Compy Shop Magazin - Dezember,,,14.11.1993,14.11.1993,ATARI 8 BIT,"Compy Shop Magazin - Dezember 1988, Compy Shop Magazin - Dezember 1989",
Compy Shop Magazin - Februar,,,14.11.1993,14.11.1993,ATARI 8 BIT,"Compy Shop Magazin - Februar 1988, Compy Shop Magazin - Februar 1989, Compy Shop Magazin - Februar 1990",
Compy Shop Magazin - Januar,,,14.11.1993,14.11.1993,ATARI 8 BIT,"Compy Shop Magazin - Januar 1989, Compy Shop Magazin - Januar 1990",
Compy Shop Magazin - Juli,,,14.11.1993,14.11.1993,ATARI 8 BIT,"Compy Shop Magazin - Juli 1988, Compy Shop Magazin - Juli 1989",
Compy Shop Magazin - Juni,,,14.11.1993,14.11.1993,ATARI 8 BIT,"Compy Shop Magazin - Juni 1988, Compy Shop Magazin - Juni 1989",
Compy Shop Magazin - Mai,,,14.11.1993,14.11.1993,ATARI 8 BIT,"Compy Shop Magazin - Mai 1988, Compy Shop Magazin - Mai 1989, Compy Shop Magazin - Mai 1990",
Compy Shop Magazin - März,,,14.11.1993,14.11.1993,ATARI 8 BIT,"Compy Shop Magazin - März 1988, Compy Shop Magazin - März 1989, Compy Shop Magazin - März 1990",
Compy Shop Magazin - November,,,14.11.1993,14.11.1993,ATARI 8 BIT,"Compy Shop Magazin - November 1988, Compy Shop Magazin - November 1989",
Compy Shop Magazin - Oktober,,,14.11.1993,14.11.1993,ATARI 8 BIT,"Compy Shop Magazin - Oktober 1988, Compy Shop Magazin - Oktober 1989",
Compy Shop Magazin - September,,,14.11.1993,14.11.1993,ATARI 8 BIT,"Compy Shop Magazin - September 1988, Compy Shop Magazin - September 1989",
Concrete,English,,01.11.1994,01.11.1994,Commodore 64,Concrete #1,
Concrete 1,,,01.01.1995,01.01.1995,Commodore 64,Concrete 1,
Condom,English,,01.01.1990,03.04.1997,Commodore 64,"Condom #1, Condom #10, Condom #2, Condom #3, Condom #4, Condom #5, Condom #6, Condom #7, Condom #8, Condom #9",
Connections,,,03.04.1997,03.04.1997,AMIGA OCS/ECS,Connections 1,
Connections Preview,,,03.04.1997,03.04.1997,AMIGA OCS/ECS,Connections Preview 2,
"Consol Shock,",,,01.12.1993,01.05.1994,NINTENDO SNES/SUPER FAMICOM,"Consol Shock, Issue #01, Issue #02",
Console News,,,30.05.1994,30.05.1994,AMIGA OCS/ECS,Console News 8,
Console World 02/94,,,01.02.1994,30.05.1994,NINTENDO SNES/SUPER FAMICOM,Console World 02/94,
Console World 03/94,,,01.03.1994,30.05.1994,NINTENDO SNES/SUPER FAMICOM,Console World 03/94,
Constructor Review,,,06.09.1997,06.09.1997,MS-DOS,Constructor Review,
Contact,English,,01.11.1990,01.01.1991,Commodore 64,"Contact #005, Contact #006, Contact #007, Contact #008, Contact #009, Contact #1, Contact #2, Contact (19xx)(NoName)",
Contact Box,,,01.08.1994,01.10.1994,AMIGA OCS/ECS,"Contact Box 1, Contact Box 2",
Contact Disk,,,01.01.1995,01.01.1995,Commodore 64,Contact Disk,
Contact Line Preview,,,01.01.1992,01.01.1992,AMIGA OCS/ECS,Contact Line Preview,
Contactbox,,,04.08.1994,24.10.1994,AMIGA OCS/ECS,"Contactbox 1, Contactbox 2",
Contax,,,,,Commodore 64,Contax #02,
Continuum,,,01.08.1994,01.03.1995,MS-DOS,"Continuum #1, Continuum #2, Continuum #3, Continuum #4, Continuum #5",
Contrast,English,,01.12.1994,29.01.1997,"Commodore 64, MS-DOS, MS-Dos/gus","Contrast #1, Contrast #2, Contrast #3, Contrast 1, Contrast 2, Contrast 3, Contrast 4, Contrast 5, Contrast 6, Contrast 7",
Controception,,,01.01.1994,01.01.1994,Commodore 64,Controception #1,
Controversial,English,,01.01.1993,25.11.1994,Commodore 64,"Controversial #1, Controversial #2, Controversial #3, Controversial #4, Controversial #6, Controversial #7, Controversial 5",
Coococ,English,,01.01.1989,01.01.1991,Commodore 64,"Coococ #12, Coococ #16 V2, Coococ 1, Coococ 10, Coococ 11, Coococ 13, Coococ 14, Coococ 15, Coococ 16, Coococ 17, Coococ 18, Coococ 19, Coococ 2, Coococ 3, Coococ 4, Coococ 5, Coococ 6, Coococ 7, Coococ 8, Coococ 9",
Cool World,,,08.03.1990,08.03.1990,AMIGA OCS/ECS,Cool World 2,
Cool-Ware,English,,13.07.1988,01.01.1989,APPLE II,"Cool-Ware 1 (1988-07-13)(Brain Trust)(fr)(Side A)[unk filesys], Cool-Ware 1 (1988-07-13)(Brain Trust)(fr)(Side A)[unk filesys].do, Cool-Ware 1 (1988-07-13)(Brain Trust)(fr)(Side B), Cool-Ware 1 (1988-07-13)(Brain Trust)(fr)(Side B).do, Cool-Ware 2 (1989-01)(Brain Trust)(fr)(Side A), Cool-Ware 2 (1989-01)(Brain Trust)(fr)(Side A).do, Cool-Ware 2 (1989-01)(Brain Trust)(fr)(Side B)[unk filesys], Cool-Ware 2 (1989-01)(Brain Trust)(fr)(Side B)[unk filesys].do",Internet Archive
Cooler,,,08.03.1990,01.03.2001,"MS-DOS, WINDOWS","Cooler #2, Cooler 1, Cooler 3, Cooler 3.5",
Coolface,English,,01.11.1989,01.01.1992,Commodore 64,"Coolface #01, Coolface #02, Coolface #03, Coolface #04, Coolface #05",
Cop! Cop!,,,01.01.1990,01.01.1990,Commodore 64,"Cop! Cop! #00001, Cop! Cop! #00002",
Copy News 5 [german],,,01.01.1988,01.01.1988,Commodore 64,Copy News 5 [german],
Core,English,,,,Commodore 64,Core #1 (1996)(Lexa & Galland),
Cornucopia,,,08.03.1990,08.03.1990,AMIGA OCS/ECS,Cornucopia 2,
Corramba Preview,English,,01.01.2010,01.01.2010,Commodore 64,Corramba Preview,
Corruption,English,,01.01.1990,01.09.1994,"Commodore 64, MS-DOS","Corruption #1, Corruption #15, Corruption #17, Corruption #2, Corruption #3, Corruption #4, Corruption (19xx)(Actual Trading Generation), Corruption 1, Corruption 10, Corruption 11, Corruption 12, Corruption 13, Corruption 14, Corruption 2, Corruption 3, Corruption 4, Corruption 5, Corruption 6, Corruption 7, Corruption 8, Corruption 9",
Corruption Preview,English,,01.01.1990,01.01.1990,Commodore 64,Corruption Preview,
Corruption Special Edition,English,,01.01.1992,01.01.1992,Commodore 64,Corruption Special Edition,
Cosmania,English,,01.01.1990,01.12.1992,Commodore 64,"Cosmania #01, Cosmania #02, Cosmania #03, Cosmania #04, Cosmania #05, Cosmania #06, Cosmania #07, Cosmania #08, Cosmania #09",
Cosmic Press,,,25.03.1991,28.05.1991,MS-DOS,"Cosmic Press 1, Cosmic Press 3",
Cossackos,Russian,Russia,,,ZX Spectrum,,
Coupe,English,,01.01.1991,01.01.1991,Commodore 64,"Coupe #1, Coupe #2, Coupe #3",
COURAGE,,,28.05.1991,01.04.2013,NEC PC ENGINE,COURAGE,
Coverage,,,,,Commodore 64,Coverage #00,
Coverage Preview,English,,,,Commodore 64,Coverage Preview (19xx)( ),
Coverdisk,,,01.01.1996,01.01.1996,Commodore 64,"Coverdisk #09, Coverdisk #10",
COW,,,25.07.1989,01.01.1990,AMIGA OCS/ECS,"COW 5, COW 7",
Cowabunga,English,,01.12.1990,01.01.1991,Commodore 64,"Cowabunga #1, Cowabunga #2, Cowabunga #3",
Cows n Bubbles feat Versus,,,25.07.1989,01.08.2006,"AMIGA OCS/ECS, AMIGA PPC/RTG","Cows n Bubbles feat Versus #4, Cows n Bubbles feat Versus 4",
Cows n Snakefights,,,25.07.1989,01.04.2007,"AMIGA AGA, AMIGA OCS/ECS","Cows n Snakefights #1, Cows n Snakefights #7",
Cows'n'Snakefights,,,12.05.1999,03.10.2000,AMIGA OCS/ECS,"Cows'n'Snakefights 2, Cows'n'Snakefights 3, Cows'n'Snakefights 4, Cows'n'Snakefights 5, Cows'n'Snakefights 6",
Crack,,,01.01.1989,01.01.1989,Commodore 64,Crack #01,
Crack,,,01.01.1991,03.10.2000,AMIGA OCS/ECS,"Crack 1, Crack 2, Crack 3, Crack 4",
Crack'n Rom,,,01.01.1991,01.01.1991,AMSTRAD CPC,Crack'n Rom #7,
Crackcharts 6/94,,,14.07.1994,14.07.1994,AMIGA OCS/ECS,Crackcharts 6/94,
Cracker Journal,,,01.01.1988,23.05.1992,AMIGA OCS/ECS,"Cracker Journal 1, Cracker Journal 10, Cracker Journal 11, Cracker Journal 12, Cracker Journal 13, Cracker Journal 14, Cracker Journal 15, Cracker Journal 16, Cracker Journal 17, Cracker Journal 18, Cracker Journal 19, Cracker Journal 2, Cracker Journal 20, Cracker Journal 21, Cracker Journal 22, Cracker Journal 23, Cracker Journal 24, Cracker Journal 25, Cracker Journal 26, Cracker Journal 27, Cracker Journal 28, Cracker Journal 3, Cracker Journal 4, Cracker Journal 5, Cracker Journal 6, Cracker Journal 9",
Cracker Journal 7 and,,,23.07.1988,23.07.1988,AMIGA OCS/ECS,Cracker Journal 7 and 8,
Cracker Journal Pre,,,01.01.1992,01.01.1992,AMIGA OCS/ECS,Cracker Journal Pre Issue,
Cracker Journal Pre Issue,,,23.07.1988,23.07.1988,AMIGA OCS/ECS,Cracker Journal Pre Issue,
Cracker Journal Special,,,23.07.1988,01.03.1991,AMIGA OCS/ECS,Cracker Journal Special 1,
Cracker Journal Special 2 - Comics,,,23.07.1988,23.07.1988,AMIGA OCS/ECS,Cracker Journal Special 2 - Comics,
Cracker Mag,English,,,,Commodore 64,Cracker Mag #01 (19xx)( ),
Cracker News Preview,English,,01.01.1988,01.01.1988,Commodore 64,Cracker News Preview,
Cracker-Magazine,,,01.01.1989,01.01.1989,Commodore 64,Cracker-Magazine #2,
CrackMag,,,01.01.1991,01.05.1991,AMIGA OCS/ECS,"CrackMag 1, CrackMag 2, CrackMag 3, CrackMag 4",
Cracknews,English,,01.01.1989,01.01.1989,Commodore 64,"Cracknews #1, Cracknews #3, Cracknews (1989 02)(Welfare Software Boys)",
Crap-Talk Preview,English,,01.01.1991,01.01.1991,Commodore 64,"Crap Talk Preview (1991)(Ruthless), Crap-Talk Preview",
Crash,,,01.01.1996,01.01.1996,AMIGA OCS/ECS,Crash 1,
Crash n' Burn,,,01.05.1996,01.05.1996,MS-DOS,Crash n' Burn #9,
Crazy Comix,,,01.01.1989,24.03.1990,AMIGA OCS/ECS,"Crazy Comix 1, Crazy Comix 2, Crazy Comix 3, Crazy Comix 4",
Crazy News,Russian,Russia,01.01.1996,01.01.1997,ZX Spectrum,"Crazy News #1, Crazy News #2, Crazy News #3, Crazy News #4, Crazy News #5",
Cream,,,01.05.1996,30.09.1997,MS-DOS,"Cream #1, Cream #2, Cream #3, Cream #4",
Creation News,English,,01.01.1990,01.12.1990,Commodore 64,Creation News #1,
Creepy Chaos,,,01.01.1994,01.01.1994,Commodore 64,Creepy Chaos #1,
Crescent,,,01.08.1996,30.09.1997,MS-DOS,Crescent,
Crest,English,,,,Commodore 64,"Crest, The #01 (1997)( ), The #02 (1997 08)(The Crest Magazine), The #03 (1997 09)(The Crest Magazine), The #05 (1997)( ), The #08 (1998)( ), The #09 (1998)( ), The #10 (1998 04)( ), The #11 (1998)( ), The #12 (1998 06 10)( ), The #13 (1998)( ), The #14 (1998)( ), The #15 (1998)( ), The #16 (1998)( )",
Crest The19,English,,,,Commodore 64,Crest The 04 1997,
Crew Disk,,,01.10.1991,10.06.1998,"ATARI ST/E, Atari ST",Crew Disk #1,
Crime House,English,,01.01.1992,01.01.1992,Commodore 64,Crime House #1,
Crime Time,English,,,,Commodore 64,Crime Time #06 (1996)( ),
Criminal,,,01.02.1990,10.06.1998,AMIGA OCS/ECS,Criminal 1,
Criminal 1 (Paper),,,10.06.1998,10.06.1998,PAPER,Criminal 1 (Paper),
Criminal Intent Issue,,,16.03.1993,16.03.1993,MS-DOS,Criminal Intent Issue 1,
Crisis,English,,01.01.1990,01.01.1992,Commodore 64,"Crisis #1, Crisis #2, Crisis #3, Crisis #4, Crisis #5, Crisis #6",
